category,value,series,district,area,month
Camera-issued Speed,2284.0,Camera-issued speed offences,Waikato,Hamilton City,2013-12-01
Camera-issued Speed,1876.0,Camera-issued speed offences,Waikato,Hamilton City,2014-01-01
Camera-issued Speed,663.0,Camera-issued speed offences,Waikato,Hamilton City,2014-02-01
Camera-issued Speed,825.0,Camera-issued speed offences,Waikato,Hamilton City,2014-03-01
Camera-issued Speed,4472.0,Camera-issued speed offences,Waikato,Hamilton City,2014-04-01
Camera-issued Speed,2330.0,Camera-issued speed offences,Waikato,Hamilton City,2014-05-01
Camera-issued Speed,975.0,Camera-issued speed offences,Waikato,Hamilton City,2014-06-01
Camera-issued Speed,1259.0,Camera-issued speed offences,Waikato,Hamilton City,2014-07-01
Camera-issued Speed,836.0,Camera-issued speed offences,Waikato,Hamilton City,2014-08-01
Camera-issued Speed,1346.0,Camera-issued speed offences,Waikato,Hamilton City,2014-09-01
Camera-issued Speed,1169.0,Camera-issued speed offences,Waikato,Hamilton City,2014-10-01
Camera-issued Speed,1342.0,Camera-issued speed offences,Waikato,Hamilton City,2014-11-01
Camera-issued Speed,1648.0,Camera-issued speed offences,Waikato,Hamilton City,2014-12-01
Camera-issued Speed,2590.0,Camera-issued speed offences,Waikato,Hamilton City,2015-01-01
Camera-issued Speed,674.0,Camera-issued speed offences,Waikato,Hamilton City,2015-02-01
Camera-issued Speed,1057.0,Camera-issued speed offences,Waikato,Hamilton City,2015-03-01
Camera-issued Speed,357.0,Camera-issued speed offences,Waikato,Hamilton City,2015-04-01
Camera-issued Speed,586.0,Camera-issued speed offences,Waikato,Hamilton City,2015-05-01
Camera-issued Speed,480.0,Camera-issued speed offences,Waikato,Hamilton City,2015-06-01
Camera-issued Speed,252.0,Camera-issued speed offences,Waikato,Hamilton City,2015-07-01
Camera-issued Speed,607.0,Camera-issued speed offences,Waikato,Hamilton City,2015-08-01
Camera-issued Speed,457.0,Camera-issued speed offences,Waikato,Hamilton City,2015-09-01
Camera-issued Speed,554.0,Camera-issued speed offences,Waikato,Hamilton City,2015-10-01
Camera-issued Speed,482.0,Camera-issued speed offences,Waikato,Hamilton City,2015-11-01
Camera-issued Speed,575.0,Camera-issued speed offences,Waikato,Hamilton City,2015-12-01
Camera-issued Speed,103.0,Camera-issued speed offences,Waikato,Hamilton City,2016-01-01
Camera-issued Speed,753.0,Camera-issued speed offences,Waikato,Hamilton City,2016-02-01
Camera-issued Speed,323.0,Camera-issued speed offences,Waikato,Hamilton City,2016-03-01
Camera-issued Speed,470.0,Camera-issued speed offences,Waikato,Hamilton City,2016-04-01
Camera-issued Speed,574.0,Camera-issued speed offences,Waikato,Hamilton City,2016-05-01
Camera-issued Speed,593.0,Camera-issued speed offences,Waikato,Hamilton City,2016-06-01
Camera-issued Speed,524.0,Camera-issued speed offences,Waikato,Hamilton City,2016-07-01
Camera-issued Speed,214.0,Camera-issued speed offences,Waikato,Hamilton City,2016-08-01
Camera-issued Speed,952.0,Camera-issued speed offences,Waikato,Hamilton City,2016-09-01
Camera-issued Speed,362.0,Camera-issued speed offences,Waikato,Waikato East,2009-01-01
Camera-issued Speed,257.0,Camera-issued speed offences,Waikato,Waikato East,2009-02-01
Camera-issued Speed,44.0,Camera-issued speed offences,Waikato,Waikato East,2009-03-01
Camera-issued Speed,1.0,Camera-issued speed offences,Waikato,Waikato East,2009-05-01
Camera-issued Speed,36.0,Camera-issued speed offences,Waikato,Waikato East,2009-06-01
Camera-issued Speed,261.0,Camera-issued speed offences,Waikato,Waikato East,2009-07-01
Camera-issued Speed,115.0,Camera-issued speed offences,Waikato,Waikato East,2009-08-01
Camera-issued Speed,91.0,Camera-issued speed offences,Waikato,Waikato East,2009-09-01
Camera-issued Speed,577.0,Camera-issued speed offences,Waikato,Waikato East,2009-10-01
Camera-issued Speed,358.0,Camera-issued speed offences,Waikato,Waikato East,2009-11-01
Camera-issued Speed,702.0,Camera-issued speed offences,Waikato,Waikato East,2009-12-01
Camera-issued Speed,853.0,Camera-issued speed offences,Waikato,Waikato East,2010-01-01
Camera-issued Speed,753.0,Camera-issued speed offences,Waikato,Waikato East,2010-02-01
Camera-issued Speed,1459.0,Camera-issued speed offences,Waikato,Waikato East,2010-03-01
Camera-issued Speed,1737.0,Camera-issued speed offences,Waikato,Waikato East,2010-04-01
Camera-issued Speed,1821.0,Camera-issued speed offences,Waikato,Waikato East,2010-05-01
Camera-issued Speed,1168.0,Camera-issued speed offences,Waikato,Waikato East,2010-06-01
Camera-issued Speed,1318.0,Camera-issued speed offences,Waikato,Waikato East,2010-07-01
Camera-issued Speed,972.0,Camera-issued speed offences,Waikato,Waikato East,2010-08-01
Camera-issued Speed,1532.0,Camera-issued speed offences,Waikato,Waikato East,2010-09-01
Camera-issued Speed,937.0,Camera-issued speed offences,Waikato,Waikato East,2010-10-01
Camera-issued Speed,1153.0,Camera-issued speed offences,Waikato,Waikato East,2010-11-01
Camera-issued Speed,1836.0,Camera-issued speed offences,Waikato,Waikato East,2010-12-01
Camera-issued Speed,1303.0,Camera-issued speed offences,Waikato,Waikato East,2011-01-01
Camera-issued Speed,909.0,Camera-issued speed offences,Waikato,Waikato East,2011-02-01
Camera-issued Speed,878.0,Camera-issued speed offences,Waikato,Waikato East,2011-03-01
Camera-issued Speed,2126.0,Camera-issued speed offences,Waikato,Waikato East,2011-04-01
Camera-issued Speed,853.0,Camera-issued speed offences,Waikato,Waikato East,2011-05-01
Camera-issued Speed,620.0,Camera-issued speed offences,Waikato,Waikato East,2011-06-01
Camera-issued Speed,1055.0,Camera-issued speed offences,Waikato,Waikato East,2011-07-01
Camera-issued Speed,1065.0,Camera-issued speed offences,Waikato,Waikato East,2011-08-01
Camera-issued Speed,948.0,Camera-issued speed offences,Waikato,Waikato East,2011-09-01
Camera-issued Speed,1123.0,Camera-issued speed offences,Waikato,Waikato East,2011-10-01
Camera-issued Speed,1115.0,Camera-issued speed offences,Waikato,Waikato East,2011-11-01
Camera-issued Speed,2012.0,Camera-issued speed offences,Waikato,Waikato East,2011-12-01
Camera-issued Speed,1205.0,Camera-issued speed offences,Waikato,Waikato East,2012-01-01
Camera-issued Speed,2346.0,Camera-issued speed offences,Waikato,Waikato East,2012-02-01
Camera-issued Speed,1474.0,Camera-issued speed offences,Waikato,Waikato East,2012-03-01
Camera-issued Speed,1807.0,Camera-issued speed offences,Waikato,Waikato East,2012-04-01
Camera-issued Speed,1363.0,Camera-issued speed offences,Waikato,Waikato East,2012-05-01
Camera-issued Speed,1228.0,Camera-issued speed offences,Waikato,Waikato East,2012-06-01
Camera-issued Speed,913.0,Camera-issued speed offences,Waikato,Waikato East,2012-07-01
Camera-issued Speed,1221.0,Camera-issued speed offences,Waikato,Waikato East,2012-08-01
Camera-issued Speed,807.0,Camera-issued speed offences,Waikato,Waikato East,2012-09-01
Camera-issued Speed,865.0,Camera-issued speed offences,Waikato,Waikato East,2012-10-01
Camera-issued Speed,1075.0,Camera-issued speed offences,Waikato,Waikato East,2012-11-01
Camera-issued Speed,3162.0,Camera-issued speed offences,Waikato,Waikato East,2012-12-01
Camera-issued Speed,2550.0,Camera-issued speed offences,Waikato,Waikato East,2013-01-01
Camera-issued Speed,710.0,Camera-issued speed offences,Waikato,Waikato East,2013-02-01
Camera-issued Speed,1914.0,Camera-issued speed offences,Waikato,Waikato East,2013-03-01
Camera-issued Speed,929.0,Camera-issued speed offences,Waikato,Waikato East,2013-04-01
Camera-issued Speed,458.0,Camera-issued speed offences,Waikato,Waikato East,2013-05-01
Camera-issued Speed,608.0,Camera-issued speed offences,Waikato,Waikato East,2013-06-01
Camera-issued Speed,846.0,Camera-issued speed offences,Waikato,Waikato East,2013-07-01
Camera-issued Speed,572.0,Camera-issued speed offences,Waikato,Waikato East,2013-08-01
Camera-issued Speed,916.0,Camera-issued speed offences,Waikato,Waikato East,2013-09-01
Camera-issued Speed,1155.0,Camera-issued speed offences,Waikato,Waikato East,2013-10-01
Camera-issued Speed,993.0,Camera-issued speed offences,Waikato,Waikato East,2013-11-01
Camera-issued Speed,3302.0,Camera-issued speed offences,Waikato,Waikato East,2013-12-01
Camera-issued Speed,2680.0,Camera-issued speed offences,Waikato,Waikato East,2014-01-01
Camera-issued Speed,698.0,Camera-issued speed offences,Waikato,Waikato East,2014-02-01
Camera-issued Speed,1002.0,Camera-issued speed offences,Waikato,Waikato East,2014-03-01
Camera-issued Speed,919.0,Camera-issued speed offences,Waikato,Waikato East,2014-04-01
Camera-issued Speed,1101.0,Camera-issued speed offences,Waikato,Waikato East,2014-05-01
Camera-issued Speed,685.0,Camera-issued speed offences,Waikato,Waikato East,2014-06-01
Camera-issued Speed,676.0,Camera-issued speed offences,Waikato,Waikato East,2014-07-01
Camera-issued Speed,823.0,Camera-issued speed offences,Waikato,Waikato East,2014-08-01
Camera-issued Speed,819.0,Camera-issued speed offences,Waikato,Waikato East,2014-09-01
Camera-issued Speed,795.0,Camera-issued speed offences,Waikato,Waikato East,2014-10-01
Camera-issued Speed,709.0,Camera-issued speed offences,Waikato,Waikato East,2014-11-01
Camera-issued Speed,3127.0,Camera-issued speed offences,Waikato,Waikato East,2014-12-01
Camera-issued Speed,5064.0,Camera-issued speed offences,Waikato,Waikato East,2015-01-01
Camera-issued Speed,1047.0,Camera-issued speed offences,Waikato,Waikato East,2015-02-01
Camera-issued Speed,1311.0,Camera-issued speed offences,Waikato,Waikato East,2015-03-01
Camera-issued Speed,870.0,Camera-issued speed offences,Waikato,Waikato East,2015-04-01
Camera-issued Speed,268.0,Camera-issued speed offences,Waikato,Waikato East,2015-05-01
Camera-issued Speed,573.0,Camera-issued speed offences,Waikato,Waikato East,2015-06-01
Camera-issued Speed,537.0,Camera-issued speed offences,Waikato,Waikato East,2015-07-01
Camera-issued Speed,510.0,Camera-issued speed offences,Waikato,Waikato East,2015-08-01
Camera-issued Speed,348.0,Camera-issued speed offences,Waikato,Waikato East,2015-09-01
Camera-issued Speed,962.0,Camera-issued speed offences,Waikato,Waikato East,2015-10-01
Camera-issued Speed,631.0,Camera-issued speed offences,Waikato,Waikato East,2015-11-01
Camera-issued Speed,3731.0,Camera-issued speed offences,Waikato,Waikato East,2015-12-01
Camera-issued Speed,2439.0,Camera-issued speed offences,Waikato,Waikato East,2016-01-01
Camera-issued Speed,712.0,Camera-issued speed offences,Waikato,Waikato East,2016-02-01
Camera-issued Speed,1134.0,Camera-issued speed offences,Waikato,Waikato East,2016-03-01
Camera-issued Speed,240.0,Camera-issued speed offences,Waikato,Waikato East,2016-04-01
Camera-issued Speed,443.0,Camera-issued speed offences,Waikato,Waikato East,2016-05-01
Camera-issued Speed,864.0,Camera-issued speed offences,Waikato,Waikato East,2016-06-01
Camera-issued Speed,727.0,Camera-issued speed offences,Waikato,Waikato East,2016-07-01
Camera-issued Speed,590.0,Camera-issued speed offences,Waikato,Waikato East,2016-08-01
Camera-issued Speed,488.0,Camera-issued speed offences,Waikato,Waikato East,2016-09-01
Camera-issued Speed,990.0,Camera-issued speed offences,Waikato,Waikato West,2009-01-01
Camera-issued Speed,242.0,Camera-issued speed offences,Waikato,Waikato West,2009-02-01
Camera-issued Speed,63.0,Camera-issued speed offences,Waikato,Waikato West,2009-03-01
Camera-issued Speed,55.0,Camera-issued speed offences,Waikato,Waikato West,2009-05-01
Camera-issued Speed,374.0,Camera-issued speed offences,Waikato,Waikato West,2009-06-01
Camera-issued Speed,772.0,Camera-issued speed offences,Waikato,Waikato West,2009-07-01
Camera-issued Speed,494.0,Camera-issued speed offences,Waikato,Waikato West,2009-08-01
Camera-issued Speed,110.0,Camera-issued speed offences,Waikato,Waikato West,2009-09-01
Camera-issued Speed,652.0,Camera-issued speed offences,Waikato,Waikato West,2009-10-01
Camera-issued Speed,494.0,Camera-issued speed offences,Waikato,Waikato West,2009-11-01
Camera-issued Speed,353.0,Camera-issued speed offences,Waikato,Waikato West,2009-12-01
Camera-issued Speed,373.0,Camera-issued speed offences,Waikato,Waikato West,2010-01-01
Camera-issued Speed,411.0,Camera-issued speed offences,Waikato,Waikato West,2010-02-01
Camera-issued Speed,734.0,Camera-issued speed offences,Waikato,Waikato West,2010-03-01
Camera-issued Speed,1038.0,Camera-issued speed offences,Waikato,Waikato West,2010-04-01
Camera-issued Speed,1902.0,Camera-issued speed offences,Waikato,Waikato West,2010-05-01
Camera-issued Speed,1554.0,Camera-issued speed offences,Waikato,Waikato West,2010-06-01
Camera-issued Speed,1477.0,Camera-issued speed offences,Waikato,Waikato West,2010-07-01
Camera-issued Speed,1025.0,Camera-issued speed offences,Waikato,Waikato West,2010-08-01
Camera-issued Speed,1069.0,Camera-issued speed offences,Waikato,Waikato West,2010-09-01
Camera-issued Speed,1779.0,Camera-issued speed offences,Waikato,Waikato West,2010-10-01
Camera-issued Speed,1131.0,Camera-issued speed offences,Waikato,Waikato West,2010-11-01
Camera-issued Speed,2823.0,Camera-issued speed offences,Waikato,Waikato West,2010-12-01
Camera-issued Speed,1697.0,Camera-issued speed offences,Waikato,Waikato West,2011-01-01
Camera-issued Speed,781.0,Camera-issued speed offences,Waikato,Waikato West,2011-02-01
Camera-issued Speed,1103.0,Camera-issued speed offences,Waikato,Waikato West,2011-03-01
Camera-issued Speed,2672.0,Camera-issued speed offences,Waikato,Waikato West,2011-04-01
Camera-issued Speed,846.0,Camera-issued speed offences,Waikato,Waikato West,2011-05-01
Camera-issued Speed,1197.0,Camera-issued speed offences,Waikato,Waikato West,2011-06-01
Camera-issued Speed,1345.0,Camera-issued speed offences,Waikato,Waikato West,2011-07-01
Camera-issued Speed,1953.0,Camera-issued speed offences,Waikato,Waikato West,2011-08-01
Camera-issued Speed,2031.0,Camera-issued speed offences,Waikato,Waikato West,2011-09-01
Camera-issued Speed,2309.0,Camera-issued speed offences,Waikato,Waikato West,2011-10-01
Camera-issued Speed,2151.0,Camera-issued speed offences,Waikato,Waikato West,2011-11-01
Camera-issued Speed,2591.0,Camera-issued speed offences,Waikato,Waikato West,2011-12-01
Camera-issued Speed,1172.0,Camera-issued speed offences,Waikato,Waikato West,2012-01-01
Camera-issued Speed,4064.0,Camera-issued speed offences,Waikato,Waikato West,2012-02-01
Camera-issued Speed,1073.0,Camera-issued speed offences,Waikato,Waikato West,2012-03-01
Camera-issued Speed,1528.0,Camera-issued speed offences,Waikato,Waikato West,2012-04-01
Camera-issued Speed,1227.0,Camera-issued speed offences,Waikato,Waikato West,2012-05-01
Camera-issued Speed,1566.0,Camera-issued speed offences,Waikato,Waikato West,2012-06-01
Camera-issued Speed,664.0,Camera-issued speed offences,Waikato,Waikato West,2012-07-01
Camera-issued Speed,631.0,Camera-issued speed offences,Waikato,Waikato West,2012-08-01
Camera-issued Speed,542.0,Camera-issued speed offences,Waikato,Waikato West,2012-09-01
Camera-issued Speed,2067.0,Camera-issued speed offences,Waikato,Waikato West,2012-10-01
Camera-issued Speed,1268.0,Camera-issued speed offences,Waikato,Waikato West,2012-11-01
Camera-issued Speed,1730.0,Camera-issued speed offences,Waikato,Waikato West,2012-12-01
Camera-issued Speed,1069.0,Camera-issued speed offences,Waikato,Waikato West,2013-01-01
Camera-issued Speed,1040.0,Camera-issued speed offences,Waikato,Waikato West,2013-02-01
Camera-issued Speed,1355.0,Camera-issued speed offences,Waikato,Waikato West,2013-03-01
Camera-issued Speed,475.0,Camera-issued speed offences,Waikato,Waikato West,2013-04-01
Camera-issued Speed,752.0,Camera-issued speed offences,Waikato,Waikato West,2013-05-01
Camera-issued Speed,1103.0,Camera-issued speed offences,Waikato,Waikato West,2013-06-01
Camera-issued Speed,1104.0,Camera-issued speed offences,Waikato,Waikato West,2013-07-01
Camera-issued Speed,1027.0,Camera-issued speed offences,Waikato,Waikato West,2013-08-01
Camera-issued Speed,1222.0,Camera-issued speed offences,Waikato,Waikato West,2013-09-01
Camera-issued Speed,2318.0,Camera-issued speed offences,Waikato,Waikato West,2013-10-01
Camera-issued Speed,3280.0,Camera-issued speed offences,Waikato,Waikato West,2013-11-01
Camera-issued Speed,5091.0,Camera-issued speed offences,Waikato,Waikato West,2013-12-01
Camera-issued Speed,4918.0,Camera-issued speed offences,Waikato,Waikato West,2014-01-01
Camera-issued Speed,2275.0,Camera-issued speed offences,Waikato,Waikato West,2014-02-01
Camera-issued Speed,4003.0,Camera-issued speed offences,Waikato,Waikato West,2014-03-01
Camera-issued Speed,1325.0,Camera-issued speed offences,Waikato,Waikato West,2014-04-01
Camera-issued Speed,2351.0,Camera-issued speed offences,Waikato,Waikato West,2014-05-01
Camera-issued Speed,3731.0,Camera-issued speed offences,Waikato,Waikato West,2014-06-01
Camera-issued Speed,3662.0,Camera-issued speed offences,Waikato,Waikato West,2014-07-01
Camera-issued Speed,3388.0,Camera-issued speed offences,Waikato,Waikato West,2014-08-01
Camera-issued Speed,2596.0,Camera-issued speed offences,Waikato,Waikato West,2014-09-01
Camera-issued Speed,701.0,Camera-issued speed offences,Waikato,Waikato West,2014-10-01
Camera-issued Speed,705.0,Camera-issued speed offences,Waikato,Waikato West,2014-11-01
Camera-issued Speed,4502.0,Camera-issued speed offences,Waikato,Waikato West,2014-12-01
Camera-issued Speed,3493.0,Camera-issued speed offences,Waikato,Waikato West,2015-01-01
Camera-issued Speed,826.0,Camera-issued speed offences,Waikato,Waikato West,2015-02-01
Camera-issued Speed,735.0,Camera-issued speed offences,Waikato,Waikato West,2015-03-01
Camera-issued Speed,1021.0,Camera-issued speed offences,Waikato,Waikato West,2015-04-01
Camera-issued Speed,859.0,Camera-issued speed offences,Waikato,Waikato West,2015-05-01
Camera-issued Speed,525.0,Camera-issued speed offences,Waikato,Waikato West,2015-06-01
Camera-issued Speed,530.0,Camera-issued speed offences,Waikato,Waikato West,2015-07-01
Camera-issued Speed,310.0,Camera-issued speed offences,Waikato,Waikato West,2015-08-01
Camera-issued Speed,568.0,Camera-issued speed offences,Waikato,Waikato West,2015-09-01
Camera-issued Speed,782.0,Camera-issued speed offences,Waikato,Waikato West,2015-10-01
Camera-issued Speed,752.0,Camera-issued speed offences,Waikato,Waikato West,2015-11-01
Camera-issued Speed,1749.0,Camera-issued speed offences,Waikato,Waikato West,2015-12-01
Camera-issued Speed,3291.0,Camera-issued speed offences,Waikato,Waikato West,2016-01-01
Camera-issued Speed,893.0,Camera-issued speed offences,Waikato,Waikato West,2016-02-01
Camera-issued Speed,814.0,Camera-issued speed offences,Waikato,Waikato West,2016-03-01
Camera-issued Speed,1654.0,Camera-issued speed offences,Waikato,Waikato West,2016-04-01
Camera-issued Speed,397.0,Camera-issued speed offences,Waikato,Waikato West,2016-05-01
Camera-issued Speed,644.0,Camera-issued speed offences,Waikato,Waikato West,2016-06-01
Camera-issued Speed,560.0,Camera-issued speed offences,Waikato,Waikato West,2016-07-01
Camera-issued Speed,1172.0,Camera-issued speed offences,Waikato,Waikato West,2016-08-01
Camera-issued Speed,659.0,Camera-issued speed offences,Waikato,Waikato West,2016-09-01
Camera-issued Speed,372.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-01-01
Camera-issued Speed,288.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-02-01
Camera-issued Speed,19.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-03-01
Camera-issued Speed,5.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-04-01
Camera-issued Speed,21.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-05-01
Camera-issued Speed,22.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-06-01
Camera-issued Speed,108.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-10-01
Camera-issued Speed,34.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-11-01
Camera-issued Speed,18.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2009-12-01
Camera-issued Speed,91.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-01-01
Camera-issued Speed,798.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-02-01
Camera-issued Speed,1121.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-03-01
Camera-issued Speed,1354.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-04-01
Camera-issued Speed,959.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-05-01
Camera-issued Speed,505.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-06-01
Camera-issued Speed,921.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-07-01
Camera-issued Speed,348.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-08-01
Camera-issued Speed,697.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-09-01
Camera-issued Speed,1748.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-10-01
Camera-issued Speed,616.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-11-01
Camera-issued Speed,1489.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2010-12-01
Camera-issued Speed,1559.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-01-01
Camera-issued Speed,1474.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-02-01
Camera-issued Speed,2131.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-03-01
Camera-issued Speed,1439.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-04-01
Camera-issued Speed,1464.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-05-01
Camera-issued Speed,442.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-06-01
Camera-issued Speed,637.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-07-01
Camera-issued Speed,1462.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-08-01
Camera-issued Speed,713.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-09-01
Camera-issued Speed,2550.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-10-01
Camera-issued Speed,391.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-11-01
Camera-issued Speed,1049.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2011-12-01
Camera-issued Speed,452.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-01-01
Camera-issued Speed,634.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-02-01
Camera-issued Speed,308.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-03-01
Camera-issued Speed,1106.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-04-01
Camera-issued Speed,795.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-05-01
Camera-issued Speed,600.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-06-01
Camera-issued Speed,592.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-07-01
Camera-issued Speed,787.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-08-01
Camera-issued Speed,547.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-09-01
Camera-issued Speed,2055.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-10-01
Camera-issued Speed,1929.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-11-01
Camera-issued Speed,958.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2012-12-01
Camera-issued Speed,1707.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-01-01
Camera-issued Speed,3644.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-02-01
Camera-issued Speed,1005.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-03-01
Camera-issued Speed,238.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-04-01
Camera-issued Speed,260.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-05-01
Camera-issued Speed,656.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-06-01
Camera-issued Speed,2917.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-07-01
Camera-issued Speed,279.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-08-01
Camera-issued Speed,138.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-09-01
Camera-issued Speed,996.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-10-01
Camera-issued Speed,1817.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-11-01
Camera-issued Speed,2784.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2013-12-01
Camera-issued Speed,4455.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-01-01
Camera-issued Speed,672.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-02-01
Camera-issued Speed,902.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-03-01
Camera-issued Speed,893.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-04-01
Camera-issued Speed,5278.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-05-01
Camera-issued Speed,3697.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-06-01
Camera-issued Speed,572.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-07-01
Camera-issued Speed,577.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-08-01
Camera-issued Speed,6333.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-09-01
Camera-issued Speed,5585.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-10-01
Camera-issued Speed,4833.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-11-01
Camera-issued Speed,12554.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2014-12-01
Camera-issued Speed,10069.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-01-01
Camera-issued Speed,1433.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-02-01
Camera-issued Speed,1705.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-03-01
Camera-issued Speed,698.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-04-01
Camera-issued Speed,411.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-05-01
Camera-issued Speed,219.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-06-01
Camera-issued Speed,124.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-07-01
Camera-issued Speed,168.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-08-01
Camera-issued Speed,503.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-09-01
Camera-issued Speed,853.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-10-01
Camera-issued Speed,414.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-11-01
Camera-issued Speed,1815.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2015-12-01
Camera-issued Speed,1852.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-01-01
Camera-issued Speed,532.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-02-01
Camera-issued Speed,317.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-03-01
Camera-issued Speed,105.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-04-01
Camera-issued Speed,183.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-05-01
Camera-issued Speed,934.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-06-01
Camera-issued Speed,415.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-07-01
Camera-issued Speed,82.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-08-01
Camera-issued Speed,79.0,Camera-issued speed offences,Waitemata,Auckland Motorways,2016-09-01
Camera-issued Speed,701.0,Camera-issued speed offences,Waitemata,North Shore,2009-01-01
Camera-issued Speed,313.0,Camera-issued speed offences,Waitemata,North Shore,2009-02-01
Camera-issued Speed,1358.0,Camera-issued speed offences,Waitemata,North Shore,2009-03-01
Camera-issued Speed,5340.0,Camera-issued speed offences,Waitemata,North Shore,2009-04-01
