category,value,series,district,area,month
Restraints,111.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2012-08-01
Restraints,129.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2012-09-01
Restraints,106.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2012-10-01
Restraints,85.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2012-11-01
Restraints,130.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2012-12-01
Restraints,114.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-01-01
Restraints,107.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-02-01
Restraints,57.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-03-01
Restraints,49.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-04-01
Restraints,105.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-05-01
Restraints,82.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-06-01
Restraints,110.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-07-01
Restraints,235.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-08-01
Restraints,119.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-09-01
Restraints,169.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-10-01
Restraints,132.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-11-01
Restraints,85.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2013-12-01
Restraints,112.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-01-01
Restraints,116.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-02-01
Restraints,141.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-03-01
Restraints,80.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-04-01
Restraints,99.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-05-01
Restraints,57.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-06-01
Restraints,64.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-07-01
Restraints,75.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-08-01
Restraints,55.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-09-01
Restraints,73.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-10-01
Restraints,72.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-11-01
Restraints,73.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2014-12-01
Restraints,125.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-01-01
Restraints,107.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-02-01
Restraints,59.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-03-01
Restraints,32.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-04-01
Restraints,54.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-05-01
Restraints,27.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-06-01
Restraints,40.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-07-01
Restraints,62.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-08-01
Restraints,65.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-09-01
Restraints,56.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-10-01
Restraints,66.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-11-01
Restraints,77.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2015-12-01
Restraints,83.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-01-01
Restraints,78.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-02-01
Restraints,43.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-03-01
Restraints,56.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-04-01
Restraints,57.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-05-01
Restraints,19.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-06-01
Restraints,42.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-07-01
Restraints,90.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-08-01
Restraints,64.0,Restraints (seatbelts),Bay Of Plenty,Taupo,2016-09-01
Restraints,190.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-01-01
Restraints,183.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-02-01
Restraints,446.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-03-01
Restraints,206.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-04-01
Restraints,195.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-05-01
Restraints,174.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-06-01
Restraints,184.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-07-01
Restraints,194.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-08-01
Restraints,216.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-09-01
Restraints,256.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-10-01
Restraints,231.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-11-01
Restraints,372.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2009-12-01
Restraints,177.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-01-01
Restraints,180.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-02-01
Restraints,252.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-03-01
Restraints,101.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-04-01
Restraints,133.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-05-01
Restraints,147.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-06-01
Restraints,111.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-07-01
Restraints,80.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-08-01
Restraints,117.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-09-01
Restraints,237.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-10-01
Restraints,170.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-11-01
Restraints,217.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2010-12-01
Restraints,119.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-01-01
Restraints,142.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-02-01
Restraints,285.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-03-01
Restraints,100.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-04-01
Restraints,90.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-05-01
Restraints,90.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-06-01
Restraints,138.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-07-01
Restraints,180.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-08-01
Restraints,221.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-09-01
Restraints,239.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-10-01
Restraints,170.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-11-01
Restraints,188.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2011-12-01
Restraints,317.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-01-01
Restraints,200.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-02-01
Restraints,200.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-03-01
Restraints,157.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-04-01
Restraints,124.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-05-01
Restraints,154.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-06-01
Restraints,128.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-07-01
Restraints,241.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-08-01
Restraints,192.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-09-01
Restraints,174.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-10-01
Restraints,214.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-11-01
Restraints,254.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2012-12-01
Restraints,184.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-01-01
Restraints,191.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-02-01
Restraints,234.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-03-01
Restraints,168.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-04-01
Restraints,199.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-05-01
Restraints,113.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-06-01
Restraints,128.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-07-01
Restraints,172.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-08-01
Restraints,176.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-09-01
Restraints,259.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-10-01
Restraints,212.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-11-01
Restraints,135.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2013-12-01
Restraints,141.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-01-01
Restraints,151.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-02-01
Restraints,204.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-03-01
Restraints,131.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-04-01
Restraints,172.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-05-01
Restraints,117.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-06-01
Restraints,95.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-07-01
Restraints,125.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-08-01
Restraints,120.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-09-01
Restraints,104.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-10-01
Restraints,131.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-11-01
Restraints,172.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2014-12-01
Restraints,149.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-01-01
Restraints,104.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-02-01
Restraints,174.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-03-01
Restraints,149.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-04-01
Restraints,109.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-05-01
Restraints,127.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-06-01
Restraints,120.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-07-01
Restraints,204.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-08-01
Restraints,263.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-09-01
Restraints,151.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-10-01
Restraints,189.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-11-01
Restraints,206.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2015-12-01
Restraints,91.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-01-01
Restraints,156.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-02-01
Restraints,190.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-03-01
Restraints,126.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-04-01
Restraints,86.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-05-01
Restraints,107.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-06-01
Restraints,154.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-07-01
Restraints,190.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-08-01
Restraints,208.0,Restraints (seatbelts),Bay Of Plenty,Western Bay of Plenty,2016-09-01
Restraints,676.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-01-01
Restraints,467.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-02-01
Restraints,568.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-03-01
Restraints,409.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-04-01
Restraints,308.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-05-01
Restraints,535.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-06-01
Restraints,528.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-07-01
Restraints,529.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-08-01
Restraints,625.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-09-01
Restraints,429.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-10-01
Restraints,415.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-11-01
Restraints,525.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2009-12-01
Restraints,575.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-01-01
Restraints,634.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-02-01
Restraints,1252.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-03-01
Restraints,1191.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-04-01
Restraints,742.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-05-01
Restraints,833.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-06-01
Restraints,475.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-07-01
Restraints,540.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-08-01
Restraints,333.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-09-01
Restraints,515.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-10-01
Restraints,422.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-11-01
Restraints,522.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2010-12-01
Restraints,503.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-01-01
Restraints,464.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-02-01
Restraints,307.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-03-01
Restraints,498.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-04-01
Restraints,554.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-05-01
Restraints,452.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-06-01
Restraints,547.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-07-01
Restraints,744.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-08-01
Restraints,848.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-09-01
Restraints,617.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-10-01
Restraints,781.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-11-01
Restraints,535.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2011-12-01
Restraints,610.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-01-01
Restraints,659.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-02-01
Restraints,635.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-03-01
Restraints,569.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-04-01
Restraints,654.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-05-01
Restraints,535.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-06-01
Restraints,577.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-07-01
Restraints,747.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-08-01
Restraints,705.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-09-01
Restraints,803.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-10-01
Restraints,604.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-11-01
Restraints,507.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2012-12-01
Restraints,574.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-01-01
Restraints,494.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-02-01
Restraints,489.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-03-01
Restraints,516.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-04-01
Restraints,533.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-05-01
Restraints,373.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-06-01
Restraints,497.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-07-01
Restraints,531.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-08-01
Restraints,544.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-09-01
Restraints,688.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-10-01
Restraints,469.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-11-01
Restraints,501.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2013-12-01
Restraints,409.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-01-01
Restraints,481.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-02-01
Restraints,491.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-03-01
Restraints,398.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-04-01
Restraints,650.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-05-01
Restraints,365.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-06-01
Restraints,327.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-07-01
Restraints,439.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-08-01
Restraints,459.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-09-01
Restraints,588.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-10-01
Restraints,630.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-11-01
Restraints,442.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2014-12-01
Restraints,553.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-01-01
Restraints,457.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-02-01
Restraints,454.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-03-01
Restraints,362.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-04-01
Restraints,451.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-05-01
Restraints,369.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-06-01
Restraints,342.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-07-01
Restraints,370.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-08-01
Restraints,586.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-09-01
Restraints,395.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-10-01
Restraints,379.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-11-01
Restraints,376.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2015-12-01
Restraints,382.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-01-01
Restraints,456.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-02-01
Restraints,612.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-03-01
Restraints,366.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-04-01
Restraints,285.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-05-01
Restraints,315.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-06-01
Restraints,348.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-07-01
Restraints,465.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-08-01
Restraints,382.0,Restraints (seatbelts),Canterbury,Canterbury Metro,2016-09-01
Restraints,126.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-01-01
Restraints,132.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-02-01
Restraints,133.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-03-01
Restraints,83.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-04-01
Restraints,125.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-05-01
Restraints,115.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-06-01
Restraints,73.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-07-01
Restraints,109.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-08-01
Restraints,164.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-09-01
Restraints,137.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-10-01
Restraints,150.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-11-01
Restraints,121.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2009-12-01
Restraints,114.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2010-01-01
Restraints,162.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2010-02-01
Restraints,173.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2010-03-01
Restraints,208.0,Restraints (seatbelts),Canterbury,Mid South Canterbury,2010-04-01
